Generator(LLM),Prompt_Technique,Compilation,Project_ID,Class_Under_Test,Branch_Coverage%,Line_Coverage%,Method_Coverage%,Mutation_Score%,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Handling,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,run_id,shard_id,input_id,sample_id,project_id,sample_file,repository_url,repo_name,repo_owner,repo_folder,output_layout,experiment_dir,reports_dir,agent_name,model,generation_prompt_strategy,initial_failure_state,final_failure_state,best_candidate_state,initial_failure_origin,final_failure_origin,baseline_state,baseline_error_signatures,repair_attempts,regeneration_attempts,total_llm_attempts,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_call_count,token_usage_by_prompt,build_attempts,repair_status,initial_repair_prompt_strategy,final_repair_prompt_strategy,prompt_switch_count,rollback_count,repeated_error_signature,repeated_code_detected,no_progress_count,repair_stopped_reason,regenerated_after_repair_fail,target_test_passed,module_tests_passed,started_at,finished_at,target_passed_at,target_pass_elapsed_seconds,module_passed_at,module_pass_elapsed_seconds,first_passed_at,first_pass_elapsed_seconds,new_module_failures,existing_baseline_failures,best_candidate_hash,experiment_workspace,workspace_deleted,repo_cache_path,repo_cache_deleted,checkpoint_directory,build_tool,module_path,focal_class,focal_class_path,generated_test_path,compilation,test_passed,test_fail_reason,compile_errors,test_failures,test_errors,coverage_branch,coverage_line,coverage_method,mutation_score,mutations_total,mutations_killed,mutations_survived,test_smell_total,test_smell_details,elapsed_seconds,error,java_version,java_home,java_selection_reason,coverage_error,mutation_error,smell_error
Qwen-2.5-7b-v2,zero-shot,False,102268868,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-145955-286959,repo_shard_00,102268868_0,102268868_0,102268868,/home/cuongpv/ARROW/classes2test/dataset/102268868/102268868_0.json,https://github.com/geckogecko/storj_hoststats_app,storj_hoststats_app,geckogecko,102268868,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,ASSERTION_FAILED,ASSERTION_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,ASSERTION_FAILED,failure: build failed with an exception.,,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-11T10:36:06.684941+00:00,2026-07-11T10:36:19.930659+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102268868,False,,gradle,storj_hoststats_app/app,Version,storj_hoststats_app/app/src/main/java/com/steinbacher/storj_hoststats_app/util/Version.java,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot/workspace/storj_hoststats_app/app/src/test/java/com/steinbacher/storj_hoststats_app/util/VersionTest_925531b1.java,False,False,failure: build failed with an exception.,0,0,0,,,,,,,,,,13.247,,unknown,/home/cuongpv/ARROW/Java-version/java-8,no project java version detected; using build.java_default,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,False,102268868,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-145955-286959,repo_shard_00,102268868_0,102268868_0,102268868,/home/cuongpv/ARROW/classes2test/dataset/102268868/102268868_0.json,https://github.com/geckogecko/storj_hoststats_app,storj_hoststats_app,geckogecko,102268868,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,ASSERTION_FAILED,ASSERTION_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,ASSERTION_FAILED,failure: build failed with an exception.,,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-11T10:36:19.945796+00:00,2026-07-11T10:36:22.958385+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102268868,False,,gradle,storj_hoststats_app/app,Version,storj_hoststats_app/app/src/main/java/com/steinbacher/storj_hoststats_app/util/Version.java,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace/storj_hoststats_app/app/src/test/java/com/steinbacher/storj_hoststats_app/util/VersionTest_b27cb9cb.java,False,False,failure: build failed with an exception.,0,0,0,,,,,,,,,,3.014,,unknown,/home/cuongpv/ARROW/Java-version/java-8,no project java version detected; using build.java_default,,,
Qwen-2.5-7b-v2,few-shot,False,102268868,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-145955-286959,repo_shard_00,102268868_0,102268868_0,102268868,/home/cuongpv/ARROW/classes2test/dataset/102268868/102268868_0.json,https://github.com/geckogecko/storj_hoststats_app,storj_hoststats_app,geckogecko,102268868,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,ASSERTION_FAILED,ASSERTION_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,ASSERTION_FAILED,failure: build failed with an exception.,,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-11T10:36:22.973024+00:00,2026-07-11T10:36:26.612207+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102268868,False,,gradle,storj_hoststats_app/app,Version,storj_hoststats_app/app/src/main/java/com/steinbacher/storj_hoststats_app/util/Version.java,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/few-shot/workspace/storj_hoststats_app/app/src/test/java/com/steinbacher/storj_hoststats_app/util/VersionTest_01c62a56.java,False,False,failure: build failed with an exception.,0,0,0,,,,,,,,,,3.641,,unknown,/home/cuongpv/ARROW/Java-version/java-8,no project java version detected; using build.java_default,,,
Qwen-2.5-7b-v2,zero-shot,False,102268868,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-195127-177592,repo_shard_00,102268868_0,102268868_0,102268868,/home/cuongpv/ARROW/classes2test/dataset/102268868/102268868_0.json,https://github.com/geckogecko/storj_hoststats_app,storj_hoststats_app,geckogecko,102268868,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,ASSERTION_FAILED,ASSERTION_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,ASSERTION_FAILED,failure: build failed with an exception.,,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-11T14:29:43.761671+00:00,2026-07-11T14:29:51.301356+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102268868,False,,gradle,storj_hoststats_app/app,Version,storj_hoststats_app/app/src/main/java/com/steinbacher/storj_hoststats_app/util/Version.java,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot/workspace/storj_hoststats_app/app/src/test/java/com/steinbacher/storj_hoststats_app/util/VersionTest_1470d26c.java,False,False,failure: build failed with an exception.,0,0,0,,,,,,,,,,7.54,,unknown,/home/cuongpv/ARROW/Java-version/java-8,no project java version detected; using build.java_default,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,False,102268868,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-195127-177592,repo_shard_00,102268868_0,102268868_0,102268868,/home/cuongpv/ARROW/classes2test/dataset/102268868/102268868_0.json,https://github.com/geckogecko/storj_hoststats_app,storj_hoststats_app,geckogecko,102268868,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,ASSERTION_FAILED,ASSERTION_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,ASSERTION_FAILED,failure: build failed with an exception.,,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-11T14:29:51.313223+00:00,2026-07-11T14:29:54.122602+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102268868,False,,gradle,storj_hoststats_app/app,Version,storj_hoststats_app/app/src/main/java/com/steinbacher/storj_hoststats_app/util/Version.java,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace/storj_hoststats_app/app/src/test/java/com/steinbacher/storj_hoststats_app/util/VersionTest_8e899b0f.java,False,False,failure: build failed with an exception.,0,0,0,,,,,,,,,,2.81,,unknown,/home/cuongpv/ARROW/Java-version/java-8,no project java version detected; using build.java_default,,,
Qwen-2.5-7b-v2,few-shot,False,102268868,Version,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-195127-177592,repo_shard_00,102268868_0,102268868_0,102268868,/home/cuongpv/ARROW/classes2test/dataset/102268868/102268868_0.json,https://github.com/geckogecko/storj_hoststats_app,storj_hoststats_app,geckogecko,102268868,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,ASSERTION_FAILED,ASSERTION_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,ASSERTION_FAILED,failure: build failed with an exception.,,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-11T14:29:54.133687+00:00,2026-07-11T14:29:56.847235+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102268868,False,,gradle,storj_hoststats_app/app,Version,storj_hoststats_app/app/src/main/java/com/steinbacher/storj_hoststats_app/util/Version.java,/home/cuongpv/ARROW/ARROW/runs/102268868/102268868_0/Qwen-2.5-7b-v2/few-shot/workspace/storj_hoststats_app/app/src/test/java/com/steinbacher/storj_hoststats_app/util/VersionTest_2d60f01f.java,False,False,failure: build failed with an exception.,0,0,0,,,,,,,,,,2.714,,unknown,/home/cuongpv/ARROW/Java-version/java-8,no project java version detected; using build.java_default,,,
Qwen-2.5-7b-v2,zero-shot,,102328857,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,102328857_0,102328857_0,102328857,/home/cuongpv/ARROW/classes2test/dataset/102328857/102328857_0.json,https://github.com/CognizantOneDevOps/Insights,Insights,CognizantOneDevOps,102328857,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T02:16:20.731745+00:00,2026-07-11T02:16:24.186008+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102328857,False,,,,,,,,,,,,,,,,,,,,,,3.455,FileNotFoundError: Cannot resolve focal class path: PlatformInsights/src/main/java/com/cognizant/devops/platforminsights/core/BaseActionImpl.java,,,,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,,102328857,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,102328857_0,102328857_0,102328857,/home/cuongpv/ARROW/classes2test/dataset/102328857/102328857_0.json,https://github.com/CognizantOneDevOps/Insights,Insights,CognizantOneDevOps,102328857,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T02:16:24.261362+00:00,2026-07-11T02:16:24.551419+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102328857,False,,,,,,,,,,,,,,,,,,,,,,0.291,FileNotFoundError: Cannot resolve focal class path: PlatformInsights/src/main/java/com/cognizant/devops/platforminsights/core/BaseActionImpl.java,,,,,,
Qwen-2.5-7b-v2,few-shot,,102328857,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,102328857_0,102328857_0,102328857,/home/cuongpv/ARROW/classes2test/dataset/102328857/102328857_0.json,https://github.com/CognizantOneDevOps/Insights,Insights,CognizantOneDevOps,102328857,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T02:16:24.613187+00:00,2026-07-11T02:16:24.842846+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102328857,False,,,,,,,,,,,,,,,,,,,,,,0.23,FileNotFoundError: Cannot resolve focal class path: PlatformInsights/src/main/java/com/cognizant/devops/platforminsights/core/BaseActionImpl.java,,,,,,
Qwen-2.5-7b-v2,zero-shot,,102328857,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-195127-177592,repo_shard_00,102328857_0,102328857_0,102328857,/home/cuongpv/ARROW/classes2test/dataset/102328857/102328857_0.json,https://github.com/CognizantOneDevOps/Insights,Insights,CognizantOneDevOps,102328857,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T14:29:56.876497+00:00,2026-07-11T14:30:00.062948+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102328857,False,,,,,,,,,,,,,,,,,,,,,,3.187,FileNotFoundError: Cannot resolve focal class path: PlatformInsights/src/main/java/com/cognizant/devops/platforminsights/core/BaseActionImpl.java,,,,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,,102328857,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-195127-177592,repo_shard_00,102328857_0,102328857_0,102328857,/home/cuongpv/ARROW/classes2test/dataset/102328857/102328857_0.json,https://github.com/CognizantOneDevOps/Insights,Insights,CognizantOneDevOps,102328857,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T14:30:00.176786+00:00,2026-07-11T14:30:00.643180+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102328857,False,,,,,,,,,,,,,,,,,,,,,,0.467,FileNotFoundError: Cannot resolve focal class path: PlatformInsights/src/main/java/com/cognizant/devops/platforminsights/core/BaseActionImpl.java,,,,,,
Qwen-2.5-7b-v2,few-shot,,102328857,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-195127-177592,repo_shard_00,102328857_0,102328857_0,102328857,/home/cuongpv/ARROW/classes2test/dataset/102328857/102328857_0.json,https://github.com/CognizantOneDevOps/Insights,Insights,CognizantOneDevOps,102328857,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T14:30:00.713042+00:00,2026-07-11T14:30:01.158426+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/102328857/102328857_0/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102328857,False,,,,,,,,,,,,,,,,,,,,,,0.446,FileNotFoundError: Cannot resolve focal class path: PlatformInsights/src/main/java/com/cognizant/devops/platforminsights/core/BaseActionImpl.java,,,,,,
Qwen-2.5-7b-v2,zero-shot,True,102452115,OneWayTrack,,,,,4,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,102452115_158,102452115_158,102452115,/home/cuongpv/ARROW/classes2test/dataset/102452115/102452115_158.json,https://github.com/fabianishere/broccoli,broccoli,fabianishere,102452115,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,ASSERTION_FAILED,ASSERTION_FAILED,ASSERTION_FAILED,UNKNOWN,UNKNOWN,,,3,1,4,20909,2101,23010,5,"{'generation:zero-shot': {'input_tokens': 3867, 'output_tokens': 618, 'total_tokens': 4485, 'calls': 1}, 'repair:minimal-test': {'input_tokens': 4406, 'output_tokens': 354, 'total_tokens': 4760, 'calls': 1}, 'repair:dependency-aware': {'input_tokens': 4392, 'output_tokens': 354, 'total_tokens': 4746, 'calls': 1}, 'repair:compile-error-focused': {'input_tokens': 4394, 'output_tokens': 354, 'total_tokens': 4748, 'calls': 1}, 'regeneration': {'input_tokens': 3850, 'output_tokens': 421, 'total_tokens': 4271, 'calls': 1}}",1,REGENERATED,minimal-test,compile-error-focused,3,3,True,True,0,regeneration_exhausted,True,False,False,2026-07-11T02:16:24.902190+00:00,2026-07-11T02:21:47.702089+00:00,,,,,,,,,88bce49b8f8811710450981b485252c18b7c7620558c97fd4434aa2b3490ee81,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102452115,False,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot/repair/checkpoints,gradle,broccoli-core,OneWayTrack,broccoli-core/src/main/java/nl/tudelft/broccoli/core/track/OneWayTrack.java,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot/workspace/broccoli-core/src/test/java/nl/tudelft/broccoli/core/track/OneWayTrackTest_eb4d389e.java,True,False,,,,,,,,,,,,,,322.8,,unknown,/home/cuongpv/ARROW/Java-version/java-17,no project java version detected; using build.java_default,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,True,102452115,OneWayTrack,,,,,1,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,102452115_158,102452115_158,102452115,/home/cuongpv/ARROW/classes2test/dataset/102452115/102452115_158.json,https://github.com/fabianishere/broccoli,broccoli,fabianishere,102452115,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,ASSERTION_FAILED,ASSERTION_FAILED,ASSERTION_FAILED,UNKNOWN,UNKNOWN,,,3,1,4,20271,1403,21674,5,"{'generation:zero-shot-project-aware': {'input_tokens': 3914, 'output_tokens': 430, 'total_tokens': 4344, 'calls': 1}, 'repair:minimal-test': {'input_tokens': 4177, 'output_tokens': 181, 'total_tokens': 4358, 'calls': 1}, 'repair:dependency-aware': {'input_tokens': 4163, 'output_tokens': 181, 'total_tokens': 4344, 'calls': 1}, 'repair:compile-error-focused': {'input_tokens': 4165, 'output_tokens': 181, 'total_tokens': 4346, 'calls': 1}, 'regeneration': {'input_tokens': 3852, 'output_tokens': 430, 'total_tokens': 4282, 'calls': 1}}",2,REGENERATED,minimal-test,compile-error-focused,3,3,True,True,0,regeneration_exhausted,True,False,False,2026-07-11T02:21:47.736317+00:00,2026-07-11T02:25:35.829654+00:00,,,,,,,,,bb625ae9dfab4a545ce86209e2c73164bad25e840e7a60654a9222bb08f46f5f,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102452115,False,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot-project-aware/repair/checkpoints,gradle,broccoli-core,OneWayTrack,broccoli-core/src/main/java/nl/tudelft/broccoli/core/track/OneWayTrack.java,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace/broccoli-core/src/test/java/nl/tudelft/broccoli/core/track/OneWayTrackTest_53256a11.java,True,False,,,,,,,,,,,,,,228.095,,unknown,/home/cuongpv/ARROW/Java-version/java-17,no project java version detected; using build.java_default,,,
Qwen-2.5-7b-v2,few-shot,True,102452115,OneWayTrack,,,,,1,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,102452115_158,102452115_158,102452115,/home/cuongpv/ARROW/classes2test/dataset/102452115/102452115_158.json,https://github.com/fabianishere/broccoli,broccoli,fabianishere,102452115,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,ASSERTION_FAILED,ASSERTION_FAILED,ASSERTION_FAILED,UNKNOWN,UNKNOWN,,,3,1,4,20227,1398,21625,5,"{'generation:few-shot': {'input_tokens': 3881, 'output_tokens': 429, 'total_tokens': 4310, 'calls': 1}, 'repair:minimal-test': {'input_tokens': 4174, 'output_tokens': 180, 'total_tokens': 4354, 'calls': 1}, 'repair:dependency-aware': {'input_tokens': 4160, 'output_tokens': 180, 'total_tokens': 4340, 'calls': 1}, 'repair:compile-error-focused': {'input_tokens': 4162, 'output_tokens': 180, 'total_tokens': 4342, 'calls': 1}, 'regeneration': {'input_tokens': 3850, 'output_tokens': 429, 'total_tokens': 4279, 'calls': 1}}",2,REGENERATED,minimal-test,compile-error-focused,3,3,True,True,0,regeneration_exhausted,True,False,False,2026-07-11T02:25:35.862319+00:00,2026-07-11T02:29:13.719143+00:00,,,,,,,,,bda51db6a54d10a67baeb6162343b77b19d46fd82801879379b8d147267e81c4,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102452115,False,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/few-shot/repair/checkpoints,gradle,broccoli-core,OneWayTrack,broccoli-core/src/main/java/nl/tudelft/broccoli/core/track/OneWayTrack.java,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/few-shot/workspace/broccoli-core/src/test/java/nl/tudelft/broccoli/core/track/OneWayTrackTest_3eb44e69.java,True,False,,,,,,,,,,,,,,217.858,,unknown,/home/cuongpv/ARROW/Java-version/java-17,no project java version detected; using build.java_default,,,
Qwen-2.5-7b-v2,zero-shot,False,102452115,OneWayTrack,,,,,4,,,,,,,,,,,,,,,,,,,,,,20260711-145955-286959,repo_shard_00,102452115_158,102452115_158,102452115,/home/cuongpv/ARROW/classes2test/dataset/102452115/102452115_158.json,https://github.com/fabianishere/broccoli,broccoli,fabianishere,102452115,repo_sample,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,COMPILE_FAILED,COMPILE_FAILED,COMPILE_FAILED,GENERATED_TEST,GENERATED_TEST,,,3,1,4,21718,2104,23822,5,"{'generation:zero-shot': {'input_tokens': 3865, 'output_tokens': 617, 'total_tokens': 4482, 'calls': 1}, 'repair:compile-error-focused': {'input_tokens': 4665, 'output_tokens': 353, 'total_tokens': 5018, 'calls': 1}, 'repair:dependency-aware': {'input_tokens': 4663, 'output_tokens': 353, 'total_tokens': 5016, 'calls': 1}, 'repair:minimal-test': {'input_tokens': 4677, 'output_tokens': 353, 'total_tokens': 5030, 'calls': 1}, 'regeneration': {'input_tokens': 3848, 'output_tokens': 428, 'total_tokens': 4276, 'calls': 1}}",1,REGENERATED,compile-error-focused,minimal-test,3,3,True,True,0,regeneration_exhausted,True,False,False,2026-07-11T10:36:26.662477+00:00,2026-07-11T10:42:11.437062+00:00,,,,,,,,,d3360def92491352c248af6d0545c2ef65dcc13748e7b901280521324e8a8a9c,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/102452115,False,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot/repair/checkpoints,gradle,broccoli-core,OneWayTrack,broccoli-core/src/main/java/nl/tudelft/broccoli/core/track/OneWayTrack.java,/home/cuongpv/ARROW/ARROW/runs/102452115/102452115_158/Qwen-2.5-7b-v2/zero-shot/workspace/broccoli-core/src/test/java/nl/tudelft/broccoli/core/track/OneWayTrackTest_b0cf3c8f.java,False,False,,,,,,,,,,,,,,344.811,,unknown,/home/cuongpv/ARROW/Java-version/java-8,no project java version detected; using build.java_default,,,
